Sample	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal
580	0.951421342	0.318290343	-1.083401022	-1.159901235	1.290237534	0.498318465	-1.05047976	-0.40826612	1.39389913	0.827564733	1.668583142	0.424161757	0.681304569	-0.403311116	0.99894269	-0.312660754	-1.516353943	-1.198992444	0.46241317	0.89210412	0.214722178	0.810355325	0.226507954	-1.273140283	0.122550106	-1.193614849	-0.984573023	0.342400095	0.581730819	0.804363039	6.97E-02	-0.674238661	-1.337964431	0.955371394	-1.178056416	-2.75E-02	0.78709399	-0.15407327	0.39601107	-0.309802222	-2.316255815	0.810623277	-0.348995882	0.929593537	1.540903754	1.121860226	1.407034843	0.410952568	-0.505824001	0.12115435	-1.598540671	1.695548767	0.454174289	0.914558691	-1.053889384	-0.235650223	0.414049165	-2.574043117	-0.171609121	-1.571213841	-0.948214317	5.20E-02
581	-0.115789757	1.31E-02	-0.174768403	-7.32E-02	-0.526077742	-1.945435896	-0.742584039	-1.637564085	1.565555632	-0.51959635	9.07E-02	-7.87E-02	-0.713613237	-1.354474955	0.566234025	-0.968615897	-0.890274033	-2.141882022	-0.466688971	-2.252979875	1.107401096	-0.120662878	0.560270663	-3.17135868	0.788208216	0.624311781	-0.248060248	0.909123755	1.138388164	0.409644537	1.789362149	-0.29101271	-0.649072637	0.51851025	0.825981558	-0.736887465	0.610562439	-0.531215239	-1.116589673	-0.112237143	0.687194541	-0.155699058	0.459286727	0.746835985	0.76360508	1.557012895	1.69551261	-0.229464162	-0.377063527	0.115164962	0.741068986	1.163727203	1.266468046	7.08E-02	1.331732884	-0.74302977	0.697607629	0.180065586	0.371409159	0.337366809	0.137037944	-0.754686934
582	0.524871891	0.604623487	-0.366374722	-0.203382617	-0.756589141	-0.951422754	-0.662527991	-0.368433344	8.63E-02	0.113611719	1.559976604	0.717008524	-1.09E-02	-5.12E-02	0.189836011	-1.590336072	-0.38528203	-0.509510138	-0.50472848	-2.71E-03	0.33159994	1.099831668	-1.808777183	-3.094097896	0.293671096	-0.803295642	-1.173950092	0.461217848	1.257248311	0.749657572	0.527042139	-0.43963839	-0.686202984	0.369056424	-0.445347625	-2.286718963	0.338014247	-2.314483607	-0.983120001	0.356518913	-1.74496073	1.350311047	1.696290681	1.254328172	1.994506148	1.479507029	0.66962137	0.151357768	0.62321675	0.943627769	0.218604288	1.156791891	-0.284619139	0.488846683	0.202043359	4.45E-03	0.655452353	-0.667026316	7.28E-02	0.34176486	-0.233253773	0.445351263
583	0.426021899	0.251425508	-0.34149085	-0.554011379	0.421260236	1.403439244	0.282112498	0.375710657	2.482722443	1.258458275	2.174291728	1.1399339	0.823821799	-0.284060866	0.675144547	-1.157261772	-1.347760398	-1.340100502	0.85040079	1.787850178	2.31E-02	0.737982762	-0.863102537	-1.874049443	0.206063626	-0.983946402	-0.986540222	-0.225634122	0.705806309	1.257142225	0.761754667	5.53E-03	-0.078582009	0.538449414	-0.812377978	0.198155055	1.433586314	-0.13748956	-0.896586589	-1.262480138	-1.635635463	7.76E-02	0.257124132	0.289796892	-0.306280061	0.488037269	1.094022421	0.152382077	-1.444038683	6.00E-02	-0.574429865	0.381333429	-1.029358477	2.32E-02	0.896884058	-0.268202639	0.325872514	-2.648816277	-1.10412417	-1.123427215	-0.780936294	-0.205706132
584	-0.356906517	-0.688434572	-7.74E-02	-0.982401925	-0.416684452	-0.375160874	-0.332426477	-0.226811903	0.91718139	0.649473148	1.407089892	7.13E-02	0.16446481	-0.682778228	-0.201326934	-1.428714796	-0.780194641	-0.97376937	-0.364726034	-0.145865644	-0.914781892	0.125303239	0.495542541	-2.84639131	0.949743388	-1.649164405	-0.368359386	0.447408345	0.394997959	1.893278861	0.5018948	-0.517101787	-2.61E-02	0.688569178	-0.553750732	0.459210978	0.496159088	-2.87E-02	-0.356403541	-0.300762701	-2.107057878	0.582455608	0.833315962	1.538136886	1.028142136	1.705474017	1.819829916	-7.97E-02	-0.874102747	0.607547528	1.511222388	2.611917582	-0.422640016	0.410896532	-0.095924893	-0.044512347	0.643223849	-2.372919368	-0.061273705	-0.79387087	-0.340321946	-0.166250518
585	-0.413263728	0.665051794	0.261407518	0.649591909	-0.952560661	-1.039732236	-0.25761513	-0.533010564	0.296338435	-5.44E-02	-0.683061628	1.307579959	-0.487556132	-0.679087853	-0.1430075	-0.216197092	-2.507145548	-2.171610387	-0.841061494	-1.16982913	-0.420286978	-0.227415644	-1.810307406	-2.606037821	5.20E-02	-0.553925149	-0.382729257	0.914307976	1.134315712	0.465270418	0.897097715	-1.435091237	-0.956006648	0.995486685	-0.83009035	-1.417332133	1.028578132	-1.382934561	0.740602473	-2.12E-02	0.575304278	1.387203979	1.349854868	0.200258035	1.607403847	0.493434236	1.004866379	1.455672193	1.145059844	0.83559085	-0.298273478	0.74775166	4.92E-02	1.236442772	4.30E-02	0.218879631	1.488702002	-0.152054736	0.170892179	0.836198039	0.114864267	0.27467001
586	0.233208563	-0.230031662	-3.255320185	-1.061975887	-0.607320341	-0.418372122	-0.922413947	1.223182261	1.337328562	2.83E-02	0.533930921	-0.120887831	-0.447287307	-0.198832474	-0.101312754	0.733307784	-0.89249262	0.288471892	5.37E-02	0.299247696	0.103299371	-0.261618491	0.825070939	-1.240414374	0.492974475	-0.968777819	-1.565546195	1.094549042	3.82E-02	0.66127374	-0.319494782	-1.296004668	-8.97E-02	0.843225944	0.20799473	0.836136552	-0.675029553	0.929168319	-0.37756967	-7.13E-03	-0.806953786	0.672566899	1.171876383	1.827648465	1.081588461	1.928878881	2.005631439	0.399670266	-1.207942503	-8.74E-02	-0.449746805	1.740332662	-9.35E-02	0.712340965	-0.234451962	2.41E-02	-2.286974322	-2.012552968	0.365864676	-0.209678688	-0.626904207	0.380543293
587	0.533235771	1.071239231	0.876455293	1.310823366	0.476063214	-3.21E-02	0.801857914	0.17325829	2.312190134	1.533712505	0.423628447	2.488535921	-6.46E-02	-0.471426154	0.726993736	0.451594223	-0.820616162	-0.732306753	0.898867039	0.114479809	0.805700986	0.803071786	-0.612584317	-1.091790061	0.440863323	-0.113276999	-0.441347343	0.428252413	1.534826104	0.632857638	0.996884528	-1.671644149	-1.312268767	0.26537365	-0.556051909	-1.670424264	1.785874384	-1.126813094	-0.638140886	-0.581651798	-0.909498593	-0.316255713	0.136059248	-1.821832253	1.077274096	-0.219679714	-0.152270214	0.233866357	-1.238016941	-2.81E-02	-0.764829187	-0.152218489	-0.228531064	0.122136885	-1.343863546	-1.610407404	1.517330563	-1.314834813	-0.293463118	-0.791757968	-1.381819976	-0.468879109
588	-0.439759849	-0.428046672	-0.875616067	-1.268727376	-0.426698517	-0.664621248	-0.972967512	-1.477240207	0.150746081	7.37E-02	0.694305106	-0.406072665	0.478790928	-0.797218952	0.408815409	-1.616614591	-1.327156005	-1.709938828	-1.091867966	-0.586998822	-0.191641711	0.164837716	-0.441950465	-2.556694483	0.669810582	-1.030240724	-1.286687445	0.659484769	-0.555876348	0.206298255	0.551012944	9.49E-03	-0.62953212	0.727911701	-1.068631495	-0.158794504	-0.125039229	-9.14E-02	0.60232757	-0.006697289	-1.016281893	1.326463953	1.473704646	1.316346521	1.76646089	1.878042926	1.728334735	0.78141714	0.276373441	1.096164186	1.444432157	2.039315982	0.808318489	1.091579575	0.181940248	0.455188324	0.974325012	-1.060650117	0.665386986	-1.009567545	4.22E-02	0.575749288
589	-4.29E-02	1.147595591	-1.335033741	-0.39397733	-0.901836281	-1.196108545	0.38318096	-0.713009499	-1.133469802	0.22638739	1.197697581	0.990363009	-1.055538931	-2.113597471	-0.492425171	-1.131855192	-0.863075177	-0.341461429	-0.438583559	-0.885860722	1.267408353	0.575638845	-2.403023272	-1.816468533	0.785670771	-1.106898668	0.379415327	-0.134041119	0.303927019	1.111850416	-0.682679773	-9.22E-02	0.690098453	0.18168091	-0.793258196	0.178690188	0.48600961	-0.562909985	-0.309536559	0.257863728	-0.66913245	0.910779541	1.331679473	2.331003974	1.305270499	1.627731164	0.452624089	0.553602191	0.814322553	0.150902633	1.559229634	1.641314838	0.396988184	-0.659346139	-0.993348748	-0.135076047	-0.101591289	-0.136957942	1.144587819	0.715895751	-1.671167659	0.206892656
590	0.546756581	8.93E-02	-0.301544024	-6.75E-02	0.261243709	0.313359846	0.721898147	0.702793028	1.351509395	0.516176436	1.732009639	0.528313518	0.489051635	0.292548773	0.987359998	-0.319400635	0.483875621	-0.796592877	1.141255384	0.571408987	1.600983835	0.258178225	0.185260582	-2.066322289	0.732915509	-0.513027559	0.101113221	1.169189929	0.85901433	1.079469577	1.392043933	-0.322503569	-2.08E-02	1.179888498	0.320103389	0.616445676	0.652421028	0.816296331	-1.029828081	-0.457037187	-1.680102106	-1.250839518	-0.449849336	1.047907254	-0.399893467	1.203008342	1.373910908	-0.545521193	-1.900941416	-1.064863156	-1.496239459	0.582887744	-0.747144576	-0.481650949	-1.113407913	-0.767829352	-1.813012496	-1.501111781	-0.496645333	-2.40541068	-0.764327125	-1.126555082
591	0.588030606	0.973939498	-0.256384047	-4.93E-02	-1.832487529	-2.468537628	-0.592032973	0.138921974	-0.132984512	0.34624938	1.034252946	0.992736189	0.263610564	-0.339521957	0.488374129	-1.804013411	-0.807804382	-0.676677144	-0.632390894	-0.428374524	0.27916259	1.238268788	-1.564994483	-2.133414843	-0.207437462	-0.396039751	-0.685926339	0.32403028	1.10459518	0.581764789	0.835312748	-0.436002058	-0.965140722	-8.23E-03	-4.83E-03	-1.385581255	-4.17E-02	-1.614390676	-0.958721836	0.521093732	-2.047023932	1.337946551	1.875326086	1.453381887	1.849099332	1.51451473	0.707924488	0.493745619	0.569082847	0.834992629	0.311600547	0.724369501	-0.571438948	0.785215624	0.28669562	0.231645956	-1.11806441	-0.59385962	0.189736106	0.691649863	0.311870644	0.874165421
592	-0.589961274	9.51E-02	-0.618402852	-1.03254453	-1.98E-02	-0.925009354	-0.207669191	-0.239674312	-1.516360288	1.112208745	1.874849611	0.110864157	-0.271246724	-0.627237048	4.90E-02	-1.482232586	-1.665644005	-2.21977498	-1.660433016	-0.104341132	0.36692016	1.43205656	-1.012574569	-2.6517472	-0.075806274	-9.97E-02	6.13E-02	0.829937015	1.64597428	0.969270356	1.374135073	-0.332000443	-0.174564625	0.934557628	-0.350623502	-0.514866033	1.240212669	-0.324123022	-0.437394799	0.102135941	-1.489627857	0.100121166	1.300608135	0.889468668	1.68074548	1.582122184	1.319995699	0.937071795	0.712346733	-0.292302379	0.908771123	0.775292222	-0.235049627	0.892447204	0.212407022	-0.312975588	-0.348920168	-1.292921306	-0.641270224	0.523142401	-0.372441246	0.10631548
593	0.176355519	0.735150248	-0.926096853	-0.172595167	-0.802743317	-1.141539088	0.332211383	0.168608449	0.574180935	0.253785401	1.755788557	0.808320982	-0.403349559	-0.581758314	-0.269898562	-2.782438039	-2.029113106	-1.044650481	0.136986649	-0.106501158	0.210772008	0.243870105	-2.551450997	-1.907660517	-2.56E-02	-0.305766291	0.138422711	0.466539929	1.408308017	0.901997194	0.771699565	0.449395947	0.655536988	1.317143092	0.555435908	-0.383595114	0.408582179	-1.230369541	-0.926406425	-0.42456651	-0.815984003	0.894248535	1.489528438	1.655873788	1.619851212	1.313334178	0.910139305	0.731899596	0.484722239	-9.73E-02	-7.45E-02	0.451017804	-0.505992621	-0.312289821	0.101758662	-5.65E-03	-2.567810783	-0.484720313	3.79E-02	0.675563808	-4.15E-02	8.70E-02
594	0.526487493	0.63080574	0.236258912	0.536406506	-0.433700559	-0.652818362	0.452387175	-0.367048521	1.719555683	0.551499981	0.032678381	1.012340623	-0.5755772	-0.819876911	0.116949697	-0.273193153	-1.73237494	-2.164477678	4.65E-02	-0.778312632	0.505709103	0.528833758	-2.648569701	-2.843531521	0.663307192	-5.02E-02	-0.257918938	0.828208885	2.100640471	1.139714892	1.529788083	-1.030702474	-1.029062769	0.77029619	-0.225841763	-1.27244311	2.290689665	-0.583023435	-0.22559595	-0.348631807	-0.443933038	-0.231745177	0.814867922	0.601142177	1.376396677	0.565082044	0.593068618	0.706551852	-0.502212307	-0.290941138	-0.402350539	0.321549321	0.256700025	0.798990046	-0.63814809	-0.863785386	1.496817432	-0.6202506	-0.469622719	3.21E-02	-0.798010314	-0.208482468
595	-1.146287249	-6.01E-02	-1.509000795	-0.897014466	3.98E-02	-0.18893355	-0.067661841	-8.79E-02	0.185358487	0.552748552	1.550438324	0.807964347	-0.666613102	-1.463126883	0.38786497	-1.500578885	-2.159341761	-2.015270048	-0.624786321	-0.213349469	-1.648525774	-1.053516819	-0.442607575	-2.613241853	0.546029791	-0.753167862	-0.753249258	0.814162694	0.126755821	0.390002592	0.634056846	-0.423694928	0.537255142	1.351847771	-1.181629761	0.934500963	0.456130465	1.179134384	-0.373557286	0.550095712	-0.594616054	0.980813056	1.269075903	2.009260651	0.450053208	2.089845286	1.588470369	0.643853553	-0.439115755	-0.199983114	-0.887460976	0.894213845	-5.83E-02	0.669908551	-0.373881917	1.103016186	0.444420942	-0.176306135	0.323543149	0.131655653	0.463005264	0.467549617
596	-0.444001654	-0.5670791	-2.170193365	-1.45411461	-0.239618829	-0.509111884	-0.311004361	-7.22E-03	1.384188527	0.595799924	0.969726907	0.950793718	-0.794059011	-0.582312768	1.073852711	-0.265618353	-0.804035968	-1.309810674	0.519730472	3.03E-02	0.622351859	-0.307297296	-7.48E-02	-2.718094916	0.906546601	-1.34070442	-1.489936868	0.358652182	0.401694727	0.65786995	1.701522101	0.253933824	0.694510598	1.264457414	9.94E-02	0.546572305	-0.213481433	0.558411872	-0.870439498	-1.025785739	-1.090031083	0.14649061	1.683682098	1.030996958	1.124702137	0.623840352	1.786401812	0.118946282	-0.998120589	0.953430832	-6.86E-02	0.992167676	-3.60E-03	0.113924861	-0.344660262	-0.20046281	0.499390978	-0.634276111	0.906633964	-2.950718606	-0.125701991	0.343939484
597	-1.31625465	-0.169146462	0.553847365	-0.153529832	2.10E-03	-1.329236157	0.159377536	0.373254041	-3.997951213	0.928874571	1.093901826	-1.062676149	1.002856866	0.594100351	6.33E-02	-1.380896575	-1.561424414	-1.324147604	-1.34518783	-0.187964164	-0.282478235	0.347349273	-1.63639722	-1.370860881	0.458455038	-0.604264245	-0.124537099	0.859351639	1.680580456	0.464233012	1.362257029	0.13385199	0.438536854	1.262264929	-0.432559197	3.26E-03	1.005117898	-0.142419658	-1.195807398	0.684662837	1.15E-02	-0.679010539	1.210688122	1.452811112	1.010395519	1.401575567	1.095153325	0.803690008	0.224483275	0.329383751	0.214157703	0.78588125	0.411531132	0.189058553	-0.480950929	-0.916653931	-0.824557016	-0.625881767	0.72604811	0.025673528	-5.53E-02	-0.163487075
598	0.765154086	0.233132672	0.116285699	-0.258728104	-1.152790979	-1.522259796	0.540833085	-5.09E-02	0.632476298	-0.03534602	1.991731906	1.066333141	0.098857725	-0.476892874	-0.452089366	-1.903849568	-0.444389862	-1.03511593	-0.578188411	-0.283407561	0.554595586	1.099485466	-1.285807121	-2.97588224	-0.232201001	-0.350381338	-0.688116309	0.555085308	1.52597626	1.233929982	0.935821882	-8.40E-02	-0.220655406	0.59286394	-0.236608645	-1.332561747	0.975738931	-1.662941515	-1.410962973	0.153362597	-2.222819842	1.04145802	1.583612246	1.445022486	1.506589824	1.600748439	0.48305085	0.12925979	0.175441769	0.250692378	-0.112058556	1.0599685	-0.455519741	2.33E-02	0.206547362	3.52E-02	-1.074233115	-0.86197366	-5.67E-02	0.502547361	0.121426444	0.220943971
599	8.06E-02	0.659758212	-1.505694155	0.881274197	-0.460046289	-1.992389385	0.530375118	-1.260870373	0.384586283	-9.39E-02	-0.350224614	0.26941557	0.329418076	3.51E-02	0.867740957	0.95993956	-1.282191901	-1.395292177	0.519348237	-2.246368939	1.067286992	0.255658553	-0.719772377	-2.315331216	0.592809516	-0.497973246	-0.233895396	0.992905471	1.69187007	0.862164976	0.822456121	-1.6125148	-0.137253968	0.601433929	0.611547136	-0.292080099	1.114373374	-0.434606232	-0.100030824	-9.23E-02	0.450351662	1.63E-02	0.162575318	0.853294785	1.193469248	0.416997004	0.899013469	0.57641324	-0.559351057	2.23E-02	1.169867605	1.483782563	0.680907201	0.253201619	-0.654967556	-0.805811164	-3.593451868	0.18620483	0.24137092	0.323203248	5.19E-02	-0.4748231
600	-1.260642469	-1.606718027	4.71E-02	-0.449103561	-0.410346321	-0.558968409	-0.357895412	0.120635244	-0.582778816	-0.922021595	1.052985591	0.468194363	-0.934624342	-1.132616752	0.780871831	-0.622139628	-0.709019987	-1.715589928	-0.649128961	-0.580200849	-0.902902755	-0.942575592	1.409118518	-2.708411092	-0.247024138	-0.625268353	-1.091733225	0.604144892	0.352787908	1.058176964	1.875148264	9.75E-02	-1.011340548	0.857059421	-0.366552901	0.713811292	-0.346429389	0.121572051	-0.769577218	-0.467746159	-1.95E-02	-0.462369525	0.798630565	0.750330042	1.043304522	2.182980191	2.190014599	0.26939938	-0.505630902	7.54E-02	-0.16538321	1.189736019	-0.375627409	0.47859886	1.840139275	0.341753282	0.683172625	-1.195969609	1.465177387	-0.449180209	1.598500197	0.678807623
601	0.473084217	0.713951883	-0.468261837	-5.87E-02	-0.919295572	-1.793065816	-0.32369536	-0.545811829	0.567910019	-0.630557176	-0.157882398	-7.15E-02	-0.224707316	-0.554610196	3.70E-02	-0.958683413	-1.707306825	-1.817951276	-1.015834595	-1.811792582	0.4685363	0.224734781	-0.457533934	-2.473914203	0.849046281	1.131994303	0.234643756	1.38813956	1.668828545	0.968216967	1.299657647	-0.713598449	-0.576507877	1.104806655	0.837860829	4.94E-02	1.162359128	0.343363023	-1.658604344	-0.177126716	0.525145434	-0.273423142	1.030750755	1.421405905	1.502140991	1.531441507	1.503113912	0.927625099	-1.426435409	-0.190936753	0.44609595	-0.119842621	9.00E-02	1.062845734	-1.179596357	-6.12E-02	0.614402363	0.723448374	0.265056364	-0.439769112	-0.972895313	-1.385978138
602	-6.31E-02	0.547747324	-0.60614204	0.02529452	-0.51864604	-1.532216748	-0.425653941	-1.505625359	0.257900924	-0.349234819	-0.130418878	0.703745734	0.187366534	-0.673794338	0.291198811	-1.307968199	-1.887120419	-2.061460378	-1.065984712	-1.815823879	0.184942114	0.363443849	-1.86873795	-3.33144755	0.637096462	0.384394617	-0.148163391	1.295689873	1.411190002	0.334423675	1.65809839	-1.08967023	-1.032616217	0.853386656	-0.469643062	-0.686006336	1.656135105	-0.799714431	5.13E-03	0.354643691	0.613307304	0.418969501	0.595663221	0.791981411	1.322040759	0.803151725	1.041300709	0.655371777	-0.260716054	0.380119001	0.64542985	0.595862274	0.71082524	0.639036552	0.543639701	0.114838683	1.411821484	0.326625958	0.928170644	0.45363787	-0.401899474	-0.111821147
603	-0.43339331	0.277115498	-1.252230055	-0.92640719	-0.18219585	-0.889340084	-0.496313131	-0.792282922	-0.858953932	0.738067844	2.028296631	0.276475617	3.66E-02	-1.181881757	5.87E-02	-2.131159445	-2.093693351	-2.25216334	-1.089652893	-0.350553981	0.139964911	0.822014728	-1.176777368	-2.355691425	-0.448709679	0.330309632	-0.348389853	0.531676333	1.417967268	1.090628687	0.834534375	-0.136140095	4.36E-02	0.784908667	-0.777407915	-0.640412576	1.059738936	-0.585378776	3.76E-02	0.440680365	-1.335412746	0.541324501	1.195729535	1.167232255	1.812594783	1.440044023	1.342955495	1.453185184	0.535687207	0.138250463	0.476627775	0.99313489	-0.153969695	0.752096633	0.473291568	0.343105304	-0.464733826	-1.113794478	0.193283215	0.874565643	-9.93E-02	-0.115630254
604	0.48487418	0.707071883	0.213083043	0.773881656	-0.36810488	-0.633693671	0.253669858	-0.32328129	0.945965574	0.404483935	0.167583325	0.814585952	-0.969020715	-0.881085109	0.47634378	-0.807507106	-1.774395288	-2.214530175	-0.200620653	-0.689506704	0.218542934	0.812627616	-2.0092225	-2.802405558	0.618242072	-0.269180219	-0.738088871	1.133921759	1.658143399	0.77376656	1.44045636	-1.661328366	-1.650699762	0.660260653	-0.259317035	-1.607766749	1.759554914	-1.234906499	0.346180097	0.387210146	-0.251893458	0.832314126	1.076936348	-0.544486102	1.840883733	0.582607969	0.602614675	0.924238714	-2.73E-02	-2.48E-02	-0.966470066	0.394406917	-6.44E-02	1.060617953	-1.98E-02	-0.171734928	1.354133151	-0.591494058	9.47E-02	0.548364556	-0.573786297	-3.14E-02
605	0.14631233	0.692610074	-2.99E-03	0.185005994	-1.160392956	-2.182777821	-0.842358118	-1.031636951	0.488067905	-0.141958477	-0.270385424	0.791509049	-0.505738572	-0.114509794	0.309374327	-0.851036699	-2.521645838	-1.871224566	-1.028466943	-2.19747107	1.123662368	0.85809949	-1.420887399	-2.685266596	-0.197830917	-0.170847988	-0.263042674	0.989786207	0.746147932	0.503659064	1.36342677	-1.86439775	-1.211131218	0.714767297	0.195664001	-0.766084602	0.221796045	-0.707712787	0.809448645	0.24856298	0.800942097	0.331943678	0.499143665	-0.036778082	1.577242088	-0.140078	1.28832077	0.777521466	0.15999256	0.894620023	0.85298985	1.270299085	0.749623281	0.627211074	0.741658231	-5.05E-02	0.750917378	0.678484264	0.593499436	0.385438151	0.243307799	0.626099611
606	-0.336953683	-0.595979817	-1.03782355	-0.540575199	4.53E-02	0.698168578	-6.87E-02	0.551488291	2.28166351	1.238711713	1.544324333	1.020219308	-0.460472781	-0.136135337	1.007868907	-0.789856935	-0.510783498	-0.467178487	0.271334786	0.944501359	-0.728865651	0.079928456	-2.01E-03	-2.117929306	0.853454692	-0.766808236	-0.784295038	0.924840934	1.087767245	0.994397603	1.487071783	-1.23E-02	0.446291641	1.241708855	3.50E-02	0.657885734	1.239346728	0.506494268	-0.680290475	-0.76932264	-1.477263598	0.670457073	-0.101887302	0.426594018	1.461181957	0.310241696	1.136662533	-0.624963279	-1.555600095	-0.217166357	-3.3748056	0.629489996	-4.46E-02	0.143481342	-0.280369115	-0.2646508	-0.822319302	-1.273017583	-0.737788538	-1.178889679	-1.477462567	0.301181655
